206,384,2230,1550,632,75,299,568,530,2252,217,568,530,2252,395,309,231,929,2858,2252,929,2252,889,1400,386,929,397,2252,929,2254	0
526,929,397,2252,929,2254,220,277,929,397,2254,523,554,705,554,2254,416,416,134,2254,705,929,2254,489,233,929,397,2254,390,929,2483	0
718,261,2254,299,568,530,339,217,568,530,635,1496,1926,230,1019,2252,537,1019,1927,2254,160,326,425,40,705,1199,2252,523,1199,1922,1922,2319,366,1328,390,1019	0
302,466,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,33,473,0,222,0,160,473,33,838,156,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,1065,554,2230,160,222,224,33,33,326,473,473,33,224,326	0
160,628,326,33	0
52,1154,614,2234,742,743,36,35,996,35,564,33,160,33,222,223,223,33,33,634,743,37,1155,1682,1153,739,737,425,742,37,1682,71,2383,2230,1989,58,2268,66,610,180,554,302,2240,555,140,2268,160,326,160,564,222,237	0
929,397,929	0
390,1443,366,1328	0
302,466,2230,33,473,0,222,0,160,473,33,33,222,326,160,473,33,224,473	0
160,222,224,33,33,326,473,473,33,224,326	0
334,304,3	0
1772,224,222,564,224,223	0
1704,579,1756,1251,614,1641	0
53,223,326,224,222,492	0
143,658,1312,472,988	0
1704,579,1756,1251,614,1641,641,248,579,52,1251,614,1251,579,52,1478,1251,1641,52,53,614,250,1154	0
102,658,1265,1297,1287,1311,1231	0
302,466,2230,224,473,222,0,473,224,224	0
108,1292,79	0
302,466,2230,160,222,326,326,0,222,0,223,224,40,33,741,224,473,222,0,473,222,224	0
2,1664	0
1371,183	0
302,466	0
1478,51,420	0
302,954	0
53,1630	0
420,641,248,248,53,1642	0
1704,50,641,614,1641,248,1251,641,614,1641	0
1245,2248,889,391,751,2319	0
423,1767,736,1017,2757,935	0
2342,125,1169	0
1345,1098,828	0
1767,736,1017,2757,935	0
492,297,876	0
450,1216,2252,117,34,623,1411,54,67,223,297	0
473,492,263,60,384,610	0
1345,1157,643	0
1977,2233	0
582,512	0
2,3	0
2883,74,11,120,1287,1311,230,662	1
24,1744,307,0	1
535,651,612,1277	1
2207,373,2122,1529	1
2207,373,2122,1529	1
115,188,612,1277	1
115,194,651,443	1
366,366,423,92,2371,348,828	1
62,123,208,134,135	1
232,236,203,623,730	1
186,64,90,388,724,416,1249,488,1074,1964,1529	1
2557,2371,132,201,1328,1329,1330,660,661,230,662	1
364,122,659,830,712,828	1
364,122,92,830,712,828	1
868,88,66,449,446	1
660,1371,183,208,3	1
660,1371,183,208,3	1
246,1722,570,763	1
1519,844,845,605,722,846	1
373,748,830,712,20	1
850,204,290,125,2442	1
588,450,129,1287,1364,761	0
1551,1503,2230,186,395,2314,1161,11,9,1287,1364,1486,1896,433,434,741,391,1337,48,268,67,741,1063,1019,203,741,1411,815,203,741,714,1402,203,741,1312,2523,2522,197,62,203,741,829,386,741,2170,273,1312,741,889,1400,386	0
756,392,1604,570,1604,2427,741,210,184,1324,741,1267,2434,684,1820,1061,1285,1575,1285,288,741,302,1606,1606,741,1331,1332,1450,741,386,488,741,186,271,741,1976,408,741,1976,397,741,986,869,741,548,386,612,741,263,1605,1265,253	0
302,466,2230,223,473,223,224,492,222,40,0,741,1065,554,2230,160,222,224,473,160,40,222,223,224,33,326	0
651,133	0
946,737,737	0
737,737,737	0
612,1277	0
1126,2	0
1744,1693,1577,840	0
1744,1693,1577,840	0
1497,1577,68	0
610	0
1523,612,741,1302,612,118,62,1187,1261,587,1065,612,741,1291,622,230,1569,741,2306,2307,741,1740,741,119,1291,1065,2188	0
1635,1538,846,651,635	0
1065,554,741,160,222,223,40,40,492,33,222,222,222,33,160,33,40,33,326,326,160,40,33,224,222,741,33,40,223,473,326,223,224,33,741,33,223,33,33,326,33,224,326	0
1302,612	0
1523,612	0
1523,612,1302,612	0
1501,1502,160,33,40,33,326,326,160,40,33,224,222	0
1345,1147,160,222,223,40,40,492,33,222,222,222,33	0
59,907,741,911,808,465,11,885,696,3,741,71,2383,2230,465	0
742,1153,1155,37,737,1153	0
357,704,357,205,72,2173,391,512	0
17,156	0
348,828,741,833,834,828,741,1550,632,2261,403,741,831,397,720,741,59,907,741,911,808	0
17,156,194,793	0
838,1551,79,129	0
465,11,885,696,3,741,71,2383,2230,465,11,885,160,326,237	0
142,485,793,1274,1	0
1251,52,1483,53,1630,248,1251,250,53,1251,641,52,51,614,1772	0
62,123,208,134,135,718,1242,396,352,296,1368,2230,41	0
1251,614,1154,250,1251,250,579,250,53,741,51,249,641,579,250,51,52,641,250,1251,51,614,946	0
946,50,1251,614,53,1154,53,741,641,946,641,1772,53,52,1642,741,51,249,1154,946,1251,53,614,946,53,1154	0
206,384,2230,1550,632,75,299,568,530,2252,217,568,530,2252,395,309,231,929,2858,2252,929,2252,889,1400,386,929,397,2252,929,2254	0
526,929,397,2252,929,2254,220,277,929,397,2254,523,554,705,554,2254,416,416,134,2254,705,929,2254,489,233,929,397,2254,390,929,2483	0
718,261,2254,299,568,530,339,217,568,530,635,1496,1926,230,1019,2252,537,1019,1927,2254,160,326,425,40,705,1199,2252,523,1199,1922,1922,2319,366,1328,390,1019	0
302,466,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,33,473,0,222,0,160,473,33,838,156,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,1065,554,2230,160,222,224,33,33,326,473,473,33,224,326	0
160,628,326,33	0
52,1154,614,2234,742,743,36,35,996,35,564,33,160,33,222,223,223,33,33,634,743,37,1155,1682,1153,739,737,425,742,37,1682,71,2383,2230,1989,58,2268,66,610,180,554,302,2240,555,140,2268,160,326,160,564,222,237	0
929,397,929	0
390,1443,366,1328	0
302,466,2230,33,473,0,222,0,160,473,33,33,222,326,160,473,33,224,473	0
160,222,224,33,33,326,473,473,33,224,326	0
334,304,3	0
1772,224,222,564,224,223	0
1704,579,1756,1251,614,1641	0
53,223,326,224,222,492	0
143,658,1312,472,988	0
1704,579,1756,1251,614,1641,641,248,579,52,1251,614,1251,579,52,1478,1251,1641,52,53,614,250,1154	0
102,658,1265,1297,1287,1311,1231	0
302,466,2230,224,473,222,0,473,224,224	0
108,1292,79	0
302,466,2230,160,222,326,326,0,222,0,223,224,40,33,741,224,473,222,0,473,222,224	0
2,1664	0
1371,183	0
302,466	0
1478,51,420	0
302,954	0
53,1630	0
420,641,248,248,53,1642	0
1704,50,641,614,1641,248,1251,641,614,1641	0
1245,2248,889,391,751,2319	0
423,1767,736,1017,2757,935	0
2342,125,1169	0
1345,1098,828	0
1767,736,1017,2757,935	0
492,297,876	0
450,1216,2252,117,34,623,1411,54,67,223,297	0
473,492,263,60,384,610	0
1345,1157,643	0
1977,2233	0
582,512	0
2,3	0
2883,74,11,120,1287,1311,230,662	1
24,1744,307,0	1
535,651,612,1277	1
2207,373,2122,1529	1
2207,373,2122,1529	1
115,188,612,1277	1
115,194,651,443	1
366,366,423,92,2371,348,828	1
62,123,208,134,135	1
232,236,203,623,730	1
186,64,90,388,724,416,1249,488,1074,1964,1529	1
2557,2371,132,201,1328,1329,1330,660,661,230,662	1
364,122,659,830,712,828	1
364,122,92,830,712,828	1
868,88,66,449,446	1
660,1371,183,208,3	1
660,1371,183,208,3	1
246,1722,570,763	1
1519,844,845,605,722,846	1
373,748,830,712,20	1
850,204,290,125,2442	1
588,450,129,1287,1364,761	0
1551,1503,2230,186,395,2314,1161,11,9,1287,1364,1486,1896,433,434,741,391,1337,48,268,67,741,1063,1019,203,741,1411,815,203,741,714,1402,203,741,1312,2523,2522,197,62,203,741,829,386,741,2170,273,1312,741,889,1400,386	0
756,392,1604,570,1604,2427,741,210,184,1324,741,1267,2434,684,1820,1061,1285,1575,1285,288,741,302,1606,1606,741,1331,1332,1450,741,386,488,741,186,271,741,1976,408,741,1976,397,741,986,869,741,548,386,612,741,263,1605,1265,253	0
302,466,2230,223,473,223,224,492,222,40,0,741,1065,554,2230,160,222,224,473,160,40,222,223,224,33,326	0
651,133	0
946,737,737	0
737,737,737	0
612,1277	0
1126,2	0
1744,1693,1577,840	0
1744,1693,1577,840	0
1497,1577,68	0
610	0
1523,612,741,1302,612,118,62,1187,1261,587,1065,612,741,1291,622,230,1569,741,2306,2307,741,1740,741,119,1291,1065,2188	0
1635,1538,846,651,635	0
1065,554,741,160,222,223,40,40,492,33,222,222,222,33,160,33,40,33,326,326,160,40,33,224,222,741,33,40,223,473,326,223,224,33,741,33,223,33,33,326,33,224,326	0
1302,612	0
1523,612	0
1523,612,1302,612	0
1501,1502,160,33,40,33,326,326,160,40,33,224,222	0
1345,1147,160,222,223,40,40,492,33,222,222,222,33	0
59,907,741,911,808,465,11,885,696,3,741,71,2383,2230,465	0
742,1153,1155,37,737,1153	0
357,704,357,205,72,2173,391,512	0
17,156	0
348,828,741,833,834,828,741,1550,632,2261,403,741,831,397,720,741,59,907,741,911,808	0
17,156,194,793	0
838,1551,79,129	0
465,11,885,696,3,741,71,2383,2230,465,11,885,160,326,237	0
142,485,793,1274,1	0
1251,52,1483,53,1630,248,1251,250,53,1251,641,52,51,614,1772	0
62,123,208,134,135,718,1242,396,352,296,1368,2230,41	0
1251,614,1154,250,1251,250,579,250,53,741,51,249,641,579,250,51,52,641,250,1251,51,614,946	0
946,50,1251,614,53,1154,53,741,641,946,641,1772,53,52,1642,741,51,249,1154,946,1251,53,614,946,53,1154	0
206,384,2230,1550,632,75,299,568,530,2252,217,568,530,2252,395,309,231,929,2858,2252,929,2252,889,1400,386,929,397,2252,929,2254	0
526,929,397,2252,929,2254,220,277,929,397,2254,523,554,705,554,2254,416,416,134,2254,705,929,2254,489,233,929,397,2254,390,929,2483	0
718,261,2254,299,568,530,339,217,568,530,635,1496,1926,230,1019,2252,537,1019,1927,2254,160,326,425,40,705,1199,2252,523,1199,1922,1922,2319,366,1328,390,1019	0
302,466,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,33,473,0,222,0,160,473,33,838,156,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,1065,554,2230,160,222,224,33,33,326,473,473,33,224,326	0
160,628,326,33	0
52,1154,614,2234,742,743,36,35,996,35,564,33,160,33,222,223,223,33,33,634,743,37,1155,1682,1153,739,737,425,742,37,1682,71,2383,2230,1989,58,2268,66,610,180,554,302,2240,555,140,2268,160,326,160,564,222,237	0
929,397,929	0
390,1443,366,1328	0
302,466,2230,33,473,0,222,0,160,473,33,33,222,326,160,473,33,224,473	0
160,222,224,33,33,326,473,473,33,224,326	0
334,304,3	0
1772,224,222,564,224,223	0
1704,579,1756,1251,614,1641	0
53,223,326,224,222,492	0
143,658,1312,472,988	0
1704,579,1756,1251,614,1641,641,248,579,52,1251,614,1251,579,52,1478,1251,1641,52,53,614,250,1154	0
102,658,1265,1297,1287,1311,1231	0
302,466,2230,224,473,222,0,473,224,224	0
108,1292,79	0
302,466,2230,160,222,326,326,0,222,0,223,224,40,33,741,224,473,222,0,473,222,224	0
2,1664	0
1371,183	0
302,466	0
1478,51,420	0
302,954	0
53,1630	0
420,641,248,248,53,1642	0
1704,50,641,614,1641,248,1251,641,614,1641	0
1245,2248,889,391,751,2319	0
423,1767,736,1017,2757,935	0
2342,125,1169	0
1345,1098,828	0
1767,736,1017,2757,935	0
492,297,876	0
450,1216,2252,117,34,623,1411,54,67,223,297	0
473,492,263,60,384,610	0
1345,1157,643	0
1977,2233	0
582,512	0
2,3	0
2883,74,11,120,1287,1311,230,662	1
24,1744,307,0	1
535,651,612,1277	1
2207,373,2122,1529	1
2207,373,2122,1529	1
115,188,612,1277	1
115,194,651,443	1
366,366,423,92,2371,348,828	1
62,123,208,134,135	1
232,236,203,623,730	1
186,64,90,388,724,416,1249,488,1074,1964,1529	1
2557,2371,132,201,1328,1329,1330,660,661,230,662	1
364,122,659,830,712,828	1
364,122,92,830,712,828	1
868,88,66,449,446	1
660,1371,183,208,3	1
660,1371,183,208,3	1
246,1722,570,763	1
1519,844,845,605,722,846	1
373,748,830,712,20	1
850,204,290,125,2442	1
33,224,223,0,40,473	0
666,1391,1541,1369,302,1542	1
469,128,202,337,2287	0
1168,650,127,959,824	0
1319,11,232,1240,423,635	1
423,496,92,604,319	1
1296,11,1057,1284	0
236,236,830,712,20	1
584,858,2011,392,393,1933,1865	1
222,326,129	0
1087,13,1586,72,180,1302,572,1231	1
160,224,224,222,33,222,40,33,33,33,0	0
652,394,277	0
11,658,643,658	0
2041,385,64,65,487,488,838,1960	1
294,525,241	1
224,224,224	0
1085,110,2237,687	0
25,26,181,182,70,388,564,64,65,1604,622,388,724	1
108,184,1381	0
1049,1082,563,1629,2221	0
129,129,713	0
850,1092,206,1255	0
313,61,194,194,1062,194,1649,1657,493	1
1527,988,1301,651	0
252,1126,252,2,252,563	0
478,924,1793,269,2,763	1
113,1311,190,1287,1311	1
223,473,223,40,33,326,223	0
128,129,388,724	1
293,203,207,76,1457,427,441,1789,20	1
230,736,644,64,796,797	1
467,380,793,753	1
235,1811,70,1079,1338,1360	1
25,26,567,1801,487,488,838,1960,660,661,230,662	1
1088,404,708,193,483,716	0
205,1599,1125,1249,45,46	1
181,70,477	0
357,480,60,1124,167,160,326,326,558,643	0
1,172,236,155,158,7,230,98	1
186,121,260,80,796	0
252,1126,252,2	0
1412,1453,540,1200	1
108,260,194,1062,194,1649	0
1194,1195,3	0
1063,2098,391,487,488,838,1960	1
2261,97,831	0
160,222,33,222,33,326,33,160,224,326,0	0
301,447,2238,1216	0
160,222,223,33,222,33,222,326,224,40,224	0
714,2497,792,828,1814	0
789,790,13,696,3	0
1683,207,23,144,1538,1338	1
224,492,40	0
223,473,33	0
2444,2445,2446,2447,799,2448	0
54,700,194,793	1
232,154,1606,1503,1364,1556	1
889,587,230,1948	1
311,269,214,194,1062	1
646,86,1100,290,325,988,622	1
11,1287,1265,1297,391,517,260,268,67,523,540	0
568,287,808,1082,180,1492,259,3	0
1063,346,1563,858,608	0
302,466,2230	0
588,450,129,1287,1364,761	0
1551,1503,2230,186,395,2314,1161,11,9,1287,1364,1486,1896,433,434,741,391,1337,48,268,67,741,1063,1019,203,741,1411,815,203,741,714,1402,203,741,1312,2523,2522,197,62,203,741,829,386,741,2170,273,1312,741,889,1400,386	0
756,392,1604,570,1604,2427,741,210,184,1324,741,1267,2434,684,1820,1061,1285,1575,1285,288,741,302,1606,1606,741,1331,1332,1450,741,386,488,741,186,271,741,1976,408,741,1976,397,741,986,869,741,548,386,612,741,263,1605,1265,253	0
302,466,2230,223,473,223,224,492,222,40,0,741,1065,554,2230,160,222,224,473,160,40,222,223,224,33,326	0
651,133	0
946,737,737	0
737,737,737	0
612,1277	0
1126,2	0
1744,1693,1577,840	0
1744,1693,1577,840	0
1497,1577,68	0
610	0
1523,612,741,1302,612,118,62,1187,1261,587,1065,612,741,1291,622,230,1569,741,2306,2307,741,1740,741,119,1291,1065,2188	0
1635,1538,846,651,635	0
1065,554,741,160,222,223,40,40,492,33,222,222,222,33,160,33,40,33,326,326,160,40,33,224,222,741,33,40,223,473,326,223,224,33,741,33,223,33,33,326,33,224,326	0
1302,612	0
1523,612	0
1523,612,1302,612	0
1501,1502,160,33,40,33,326,326,160,40,33,224,222	0
1345,1147,160,222,223,40,40,492,33,222,222,222,33	0
59,907,741,911,808,465,11,885,696,3,741,71,2383,2230,465	0
742,1153,1155,37,737,1153	0
357,704,357,205,72,2173,391,512	0
17,156	0
348,828,741,833,834,828,741,1550,632,2261,403,741,831,397,720,741,59,907,741,911,808	0
17,156,194,793	0
838,1551,79,129	0
465,11,885,696,3,741,71,2383,2230,465,11,885,160,326,237	0
142,485,793,1274,1	0
1251,52,1483,53,1630,248,1251,250,53,1251,641,52,51,614,1772	0
62,123,208,134,135,718,1242,396,352,296,1368,2230,41	0
1251,614,1154,250,1251,250,579,250,53,741,51,249,641,579,250,51,52,641,250,1251,51,614,946	0
946,50,1251,614,53,1154,53,741,641,946,641,1772,53,52,1642,741,51,249,1154,946,1251,53,614,946,53,1154	0
206,384,2230,1550,632,75,299,568,530,2252,217,568,530,2252,395,309,231,929,2858,2252,929,2252,889,1400,386,929,397,2252,929,2254	0
526,929,397,2252,929,2254,220,277,929,397,2254,523,554,705,554,2254,416,416,134,2254,705,929,2254,489,233,929,397,2254,390,929,2483	0
718,261,2254,299,568,530,339,217,568,530,635,1496,1926,230,1019,2252,537,1019,1927,2254,160,326,425,40,705,1199,2252,523,1199,1922,1922,2319,366,1328,390,1019	0
302,466,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,33,473,0,222,0,160,473,33,838,156,2230,326,224,0,160,564,33,473,0,326,222,160,160,33,1065,554,2230,160,222,224,33,33,326,473,473,33,224,326	0
160,628,326,33	0
52,1154,614,2234,742,743,36,35,996,35,564,33,160,33,222,223,223,33,33,634,743,37,1155,1682,1153,739,737,425,742,37,1682,71,2383,2230,1989,58,2268,66,610,180,554,302,2240,555,140,2268,160,326,160,564,222,237	0
929,397,929	0
390,1443,366,1328	0
302,466,2230,33,473,0,222,0,160,473,33,33,222,326,160,473,33,224,473	0
160,222,224,33,33,326,473,473,33,224,326	0
334,304,3	0
1772,224,222,564,224,223	0
1704,579,1756,1251,614,1641	0
53,223,326,224,222,492	0
143,658,1312,472,988	0
1704,579,1756,1251,614,1641,641,248,579,52,1251,614,1251,579,52,1478,1251,1641,52,53,614,250,1154	0
102,658,1265,1297,1287,1311,1231	0
302,466,2230,224,473,222,0,473,224,224	0
108,1292,79	0
302,466,2230,160,222,326,326,0,222,0,223,224,40,33,741,224,473,222,0,473,222,224	0
2,1664	0
1371,183	0
302,466	0
1478,51,420	0
302,954	0
53,1630	0
420,641,248,248,53,1642	0
1704,50,641,614,1641,248,1251,641,614,1641	0
1245,2248,889,391,751,2319	0
423,1767,736,1017,2757,935	0
2342,125,1169	0
1345,1098,828	0
1767,736,1017,2757,935	0
492,297,876	0
450,1216,2252,117,34,623,1411,54,67,223,297	0
473,492,263,60,384,610	0
1345,1157,643	0
1977,2233	0
582,512	0
2,3	0
1301,651,1411,623	0
293,203,479,400,269,643	1
1296,11,1057,1284	0
363,1291,643	0
302,466,2230,160,222,223,0,222,0,160,160,40,0,40	0
356,2079,487,488,838,1960,660,661,230,662	1
302,466,160,222,40,492,40,160,33,224,224,0,0	0
71,2383,2230,181,1265,1297,181,2268,140,1231,492,681,473,237	0
519,427,796,797	1
160,222,223,224,160,223,222,40,160,326,222	0
550,1773,487,488,20	1
643,713,11,290,687,687,395	0
1142,610,1538,277,194,1124	1
499,86	1
2883,74,11,120,1287,1311,230,662	1
24,1744,307,0	1
535,651,612,1277	1
2207,373,2122,1529	1
2207,373,2122,1529	1
115,188,612,1277	1
115,194,651,443	1
366,366,423,92,2371,348,828	1
62,123,208,134,135	1
232,236,203,623,730	1
186,64,90,388,724,416,1249,488,1074,1964,1529	1
2557,2371,132,201,1328,1329,1330,660,661,230,662	1
364,122,659,830,712,828	1
364,122,92,830,712,828	1
868,88,66,449,446	1
660,1371,183,208,3	1
660,1371,183,208,3	1
246,1722,570,763	1
1519,844,845,605,722,846	1
373,748,830,712,20	1
850,204,290,125,2442	1
71,2383,2234,641,492,2268,160,223,681,223,492,224,237	0
33,222,160,492,326,326	0
160,224,160,222,223,473,492,473,224,33,224	0
838,156,223,33,0,160,0,224,40,40	0
79,699,66,449,180,946,160,2268,40,681,222,222,223,237	0
570,517,2230,1717,1717,1717,425,743,1153,37,738,739,425	0
71,2383,2230,181,1265,1297,181,70,203,391,681,492,237	0
232,515,276,795	0
977,549,1125,1249,1196,197,873	1
1378,153,923,1142,610,1626,1625,64,65,30,31	1
186,302,70,2,3	1
160,222,223,33,222,33,222,160,326,473,473	0
204,208,141	1
160,33,224,326,222,33,222,160,326,473,33	0
392,1108,300,1754,487,488,838,1960,660,661,230,662	1
64,873,1412,548,1505	0
62,21,133	1
160,224,33,222,33,40,326,224,0,33,33	0
0,1,6,7	1
70,782,730	0
326,222,0,160,564,223,33,0,223,33,222,40,326	0
334,1391,110,160,33,33,33,40,224,33,160,224,224,223	0
310,864,187,1364	1
496,114,293,517	1
55,78,114,137,180	1
1274,45,535,460,2284,362	0
54,648,663,1777,205,555	1
71,2383,2230,641,222,2268,160,223,681,223,223,0,237	0
1516,1260,1061,2317	0
302,466,2230,160,224,40,40,326,160,223,326,473,326,492	0
132,216,394,1389,1224	1
320,176,487,488,838,1960,441,1754,1231	1
480,306,230,516	1
25,26,302,86,188,1250,629,1180,388,724	1
17,305,158,41,2,3	1
62,680,1261,625,186,306	1
370,476,2,3	1
301,447,2238,1216	0
704,1351,443,581,362,271,835	1
268,67,1345,1147,2230,326,40,40,160,564,222,222,33,33,224,492,492	0
11,680,19,20	1
186,64,884,610,90,388,724,633,625,1227,1604,1074,1964,1529	1
108,1292,7	0
450,287,139,203	0
2344,2345,1335	0
473,160,33	0
181,182,643,11	0
54,153,1307,3	1
1057,498,948,284,609,1185,1122	1
2628,2577,2799,2641,2800,2801	0
244,75,244,924,416,800	1
4,64,1977,66,1345,1147,2234,160,222,40	0
118,986,125,2442	0
1,172,66,610,70,388,137,82,388,724	1
516,68,111,1159	0
1500,157,684,555	1
160,473,222,160,224	0
25,26,277,14,228	1
1791,1263,248,1251,420,53,741,50,51,579,1154,53	1
1,173,115,760,2,572	1
1864,274,1120,2158,2151,1307,612	1
252,77,64,65,2,3	1
270,21,2207,142,187,277,583,1308,1330,66,3	1
582,184,2552,450	0
302,466,1520,2244,549	0
486,92,1276,42,884,153,1277,7,1142,1278,3	1
302,466,2234	0
473,326,681,0,473,222	0
1553,18,1600,807,1291,622,1294	0
54,734,718,1247	0
302,466,2230,160,222,0,473,160,492,473,326,473,33,40	0
296,2411,2240,54,2268	0
99,385,513,260,1338,20,1104,1803,20	1
193,753,232,732	1
1421,911,808	0
459,311,58,612,564,487,488,130,20	1
433,434,1180,735,3	1
25,489,256,1567,679,268,67,186,306	1
487,488,1975,1527,2021	0
172,215,70,1755,724	1
302,466,2234,160,222,223,40,223,492,223,326,222,40,473	0
621,101,21,872,21,872,623,730	1
487,1273,70,83,212	1
756,273,186,388	1
461,709,62,335,15,429,1552	1
62,1438,624	0
306,247,650,101,665	0
1,1429,117,1455,1065,554,1142,384,3	1
587,1065,1065,554,3	1
792,908,909,808,714,792	1
1309,1443,1550,632,2204,1605,1063,1147	0
660,1294,622,203	0
296,306,1263	0
25,26,186,1497,1307,70,388	1
569,173,2,3	1
252,138,107,108,2,3	1
186,64,287,208,68,127,465,392,393,1755,724	1
826,121,635,2260,828	0
334,1023,736,97,403	0
2893,2894,2895	0
827,796,1369,2007	0
54,60,61,487,488,838,1960	1
0,492,40,237	0
1364,277,302,1606,296,31,1308,2197,2198	0
181,2028,487,488,838,1960	1
128,627,70,303	1
48,933,587,1065,612	0
302,466,160,224,224,222,33,326,33,222,222,40,33	0
645,141,1777,205,555	1
160,224,40,33,160,40,40,0,160,326,326	0
2220,623,1308,1330	1
2659,2660,2661	0
423,496,576,155,2,3	1
644,1214,18,796,797	1
658,954,232,129,230,98	1
55,620,761,306,793,20	1
973,1443,660,7,346,735,736,681	0
489,132,1325,872,712	1
17,156,480,276,572,403,619	1
588,2252,68,1919,289	0
252,1126,252,2	0
79,754,796,797	1
160,224,33,222,33,473,160,40,160,0,33	0
395,232,236,623,730	1
6,709,2286	0
962,963,132	1
160,326,297	0
423,496,90,629,70,388,2,3	1
194,64,1429,110,64,65	0
321,708,307,70,1307,612	1
302,466,2230,223,33	0
660,2259,612,1977,1523	0
55,274,132,1777,205,68,1529	1
105,106,107,108,2,3	1
54,335,70,1233,3	0
450,287,2508,203	0
1091,936,924	1
352,353,441,205,194,230,98	1
850,2243,2114,2303,186	0
227,86,45,46	1
335,140,70,22,637,1412,296,2411,1933,1865,507,71	0
252,213,18,403,3	1
1,172,85,2052,487,488,838,1937,660,661,230,662	1
2354,86,828	0
70,349,1775,1775,1664,36,859,39,20	1
1255,392,115,290,487,488,838,1960	1
302,466,2382,160,222,473,326,222,33,40,326,223,222,223	0
442,76,2109,10,702,1287,1311,1287,1388,660,661,230,662	1
429,421,487,488,838,1960	1
1301,651,1895,1110	0
718,1247,302,795	0
1069,986,319	1
25,26,187,277,1249,362,696,101,1074,651,507,71	1
684,181,535,362,1497,1307,660,661,230,662	0
1270,2334,86,2199,1511,1308,939,186,306	0
202,503,1212,1213,446,300,1125	0
326,223,473	0
489,1288,1200,40,680,70,163,2286	0
353,176,404,373,273,256,263,388,1553	1
1241,403,20	0
296,2411,1233,1553,302,466	0
226,1063,1746	0
66,1328,1612	0
1453,2653,749	0
609,88,1514,258	0
701,86,507,383,146,186,306	1
40,0,40,0,160,0	0
1,713,708,145,146,1227,45,186,306	1
1338,864,2208,266,101,718	0
62,1063,1338,1693	0
362,231,271,835	0
1309,796,302,466	0
97,181,3	0
431,210,474,232,129,230,98	1
352,353,1404,309,187,277,1284,1302,268,67,660,661,230,662	1
323,391,297	0
816,210,187,277,165,1364,186,306	1
1040,734,474,263,48,899	1
71,2383,2230,946,473,2268,160,33,681,223,223,223	0
938,2122,90	0
387,210,1897,153,1622,1742,1537,392,388,1553	1
960,582	1
215,140,256,1567,679,268,67,186,306	1
205,45,873,1412	0
194,306,746,208,796,797	1
387,198,263,185	1
680,1681,881,1605	1
1305,504,323	0
352,353,1227,208,64,65,506,180	1
335,140,208,77	0
720,916,11,735,830,681,121,796,797	1
641,425,51,425,1154	0
146,702,658,396	0
473,492,263,60,384,610	0
262,87,1604,1632,881,1605,194,1062	1
454,667,2018,1292	0
865,210,704,2121,1497,724	1
2718,2719,2717	0
293,203,204,208,2,3	1
290,291,2,3	1
492,326,326,223,564,33,564,160,160,160,160,564,33	0
609,1423,222,224,326,326,564,492,326,326,326	0
665,102,1345,1147	0
140,141,560,23,144,66,67,68,20	1
